0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,1,1,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,58,
0,2,2,2,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,3,
0,4,5,6,58,59,59,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,
0,7,7,7,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,58,
0,59,59,59,9,59,59,8,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,
0,10,10,10,59,59,11,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,
0,59,59,59,59,59,13,59,12,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,
0,14,14,14,59,59,58,59,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,
0,58,58,58,58,59,59,59,59,15,58,59,59,59,58,58,58,58,58,59,59,59,59,59,59,59,58,
0,16,16,16,16,59,59,59,59,16,58,59,59,59,16,16,58,16,16,59,59,59,59,59,59,59,59,
0,18,18,18,19,59,59,59,59,17,58,59,59,59,20,21,58,22,23,59,59,59,59,59,59,59,59,
0,24,24,24,24,59,59,59,59,24,25,59,59,59,24,24,25,24,24,59,59,59,59,59,59,59,59,
0,26,26,26,58,59,59,59,59,58,58,59,59,59,58,58,58,58,58,59,59,59,59,59,59,59,59,
0,58,58,58,27,59,59,59,59,58,58,59,59,59,58,58,58,58,58,59,59,59,59,59,59,59,59,
0,58,58,58,58,59,59,59,59,58,58,28,29,59,58,58,58,58,58,59,59,59,59,59,59,59,59,
0,58,58,58,30,30,59,59,59,58,58,59,59,31,58,58,58,58,58,59,59,59,59,30,59,59,59,
0,58,58,58,58,59,59,59,59,58,58,59,59,59,32,58,58,58,58,59,59,59,59,59,59,59,59,
0,58,58,58,58,59,59,59,59,58,58,59,59,59,58,33,58,58,58,59,59,59,59,59,59,59,59,
0,34,34,34,34,59,59,59,59,34,34,59,59,59,34,34,35,34,34,59,59,59,59,59,59,59,59,
0,58,58,58,58,59,59,59,59,58,58,59,59,59,58,58,58,36,58,59,59,59,59,59,59,59,59,
0,58,58,58,58,59,59,59,59,58,58,59,59,59,58,58,58,58,37,59,59,59,59,59,59,59,59,
0,59,59,59,38,38,58,59,58,59,59,58,59,59,59,59,59,59,59,59,59,59,59,38,58,58,59,
0,59,59,59,59,59,39,59,39,59,59,39,59,59,59,59,59,59,59,40,41,59,59,59,39,39,59,
0,59,59,59,42,42,58,59,58,59,59,58,59,59,59,59,59,59,59,58,58,59,59,42,58,58,59,
0,59,59,59,59,59,43,59,43,59,59,43,59,59,59,59,59,59,59,43,43,44,45,59,43,43,59,
0,59,59,59,48,47,58,59,58,59,59,58,59,59,59,59,59,59,59,58,58,58,58,46,58,58,59,
0,59,59,59,59,50,49,59,49,59,59,49,59,59,59,59,59,59,59,49,49,49,49,59,49,49,59,
0,59,59,59,51,51,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,51,59,59,59,
0,59,59,59,58,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,58,52,53,59,
0,59,59,59,54,54,55,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,54,59,59,59,
0,59,59,59,59,59,56,59,57,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,
